MeterReadingID,Chave_Data,SiteID,DeviceID,Energia_kWh,Agua_m3,ReadingType
MW-008741,20241021,S-003,D-0045,242.82,20.4,aggregate
MW-008742,20230531,S-004,D-0005,962.72,14.06,instant
MW-008743,20231019,S-003,D-0009,343.77,41.44,instant
MW-008744,20231010,S-004,D-0011,379.49,6.81,aggregate
MW-008745,20241124,S-003,D-0046,694.03,7.92,aggregate
MW-008746,20240116,S-002,D-0009,312.0,7.67,instant
MW-008747,20240601,S-002,D-0040,936.62,6.49,aggregate
MW-008748,20241031,S-001,D-0022,361.33,12.84,aggregate
MW-008749,20240126,S-003,D-0002,242.81,14.25,aggregate
MW-008750,20230915,S-005,D-0026,163.05,73.28,aggregate
MW-008751,20230504,S-001,D-0003,772.57,31.54,aggregate
MW-008752,20231114,S-004,D-0044,1073.04,22.55,aggregate
MW-008753,20231023,S-002,D-0011,161.09,42.84,aggregate
MW-008754,20240730,S-003,D-0003,583.32,11.05,aggregate
MW-008755,20230106,S-002,D-0047,374.84,46.21,aggregate
MW-008756,20241223,S-001,D-0024,653.26,13.68,aggregate
MW-008757,20230131,S-001,D-0048,349.23,42.59,instant
MW-008758,20231025,S-005,D-0031,178.82,7.55,aggregate
MW-008759,20240103,S-005,D-0002,706.49,4.23,aggregate
MW-008760,20231127,S-001,D-0001,1088.88,9.11,aggregate
MW-008761,20240724,S-004,D-0026,407.92,23.36,aggregate
MW-008762,20240122,S-001,D-0020,540.54,29.11,instant
MW-008763,20240318,S-005,D-0003,454.53,21.47,instant
MW-008764,20230714,S-002,D-0003,416.2,67.25,aggregate
MW-008765,20230203,S-002,D-0044,253.6,7.83,instant
MW-008766,20240206,S-001,D-0032,1464.08,14.23,instant
MW-008767,20241201,S-004,D-0004,722.42,18.95,instant
MW-008768,20240427,S-002,D-0019,882.74,14.78,aggregate
MW-008769,20240420,S-005,D-0012,572.74,48.11,aggregate
MW-008770,20231125,S-001,D-0002,562.71,19.88,aggregate
MW-008771,20240428,S-002,D-0038,243.22,12.24,aggregate
MW-008772,20241013,S-005,D-0035,658.79,14.75,aggregate
MW-008773,20240416,S-003,D-0006,222.18,12.11,aggregate
MW-008774,20230306,S-005,D-0018,376.73,39.23,aggregate
MW-008775,20241125,S-001,D-0008,661.06,20.73,aggregate
MW-008776,20240501,S-001,D-0013,344.26,32.6,aggregate
MW-008777,20230512,S-003,D-0032,495.19,25.31,aggregate
MW-008778,20230821,S-003,D-0034,827.93,11.25,aggregate
MW-008779,20241101,S-001,D-0028,451.26,5.09,aggregate
MW-008780,20240614,S-001,D-0045,512.86,29.33,aggregate
MW-008781,20240216,S-003,D-0011,270.02,4.12,aggregate
MW-008782,20240120,S-003,D-0043,525.39,23.53,aggregate
MW-008783,20240210,S-003,D-0050,361.52,12.07,aggregate
MW-008784,20231024,S-003,D-0008,482.85,9.16,aggregate
MW-008785,20240913,S-004,D-0033,526.27,8.01,aggregate
MW-008786,20240201,S-005,D-0007,169.04,5.33,aggregate
MW-008787,20240122,S-005,D-0020,417.96,38.42,instant
MW-008788,20240125,S-005,D-0037,294.86,18.9,aggregate
MW-008789,20230124,S-003,D-0040,289.53,8.33,instant
MW-008790,20230312,S-001,D-0024,352.55,2.41,aggregate
MW-008791,20240114,S-001,D-0043,720.56,8.96,aggregate
MW-008792,20240729,S-005,D-0017,621.29,10.9,instant
MW-008793,20240518,S-005,D-0026,418.08,7.34,instant
MW-008794,20230501,S-003,D-0002,297.35,2.26,instant
MW-008795,20230124,S-002,D-0025,248.82,14.17,instant
MW-008796,20230610,S-001,D-0033,289.8,14.59,aggregate
MW-008797,20230106,S-002,D-0013,752.25,20.12,aggregate
MW-008798,20231215,S-003,D-0040,872.26,29.33,aggregate
MW-008799,20230323,S-004,D-0003,640.21,7.69,aggregate
MW-008800,20240508,S-004,D-0022,1129.54,5.29,aggregate
MW-008801,20230722,S-005,D-0019,391.83,11.32,aggregate
MW-008802,20230629,S-005,D-0049,409.6,53.46,aggregate
MW-008803,20230830,S-005,D-0002,316.33,9.6,aggregate
MW-008804,20240618,S-001,D-0032,219.06,16.65,aggregate
MW-008805,20231228,S-002,D-0034,582.19,37.43,instant
MW-008806,20231122,S-005,D-0003,543.01,12.72,aggregate
MW-008807,20230903,S-002,D-0008,733.31,9.07,aggregate
MW-008808,20240621,S-005,D-0043,476.22,19.77,aggregate
MW-008809,20231026,S-005,D-0026,795.41,12.1,aggregate
MW-008810,20241123,S-003,D-0008,196.77,24.71,aggregate
MW-008811,20230102,S-004,D-0034,372.15,21.77,aggregate
MW-008812,20230701,S-001,D-0042,321.67,44.5,aggregate
MW-008813,20241128,S-005,D-0027,508.47,7.44,aggregate
MW-008814,20240426,S-002,D-0037,408.61,4.72,aggregate
MW-008815,20240514,S-003,D-0022,638.47,32.41,aggregate
MW-008816,20231017,S-005,D-0038,511.84,24.26,instant
MW-008817,20241228,S-001,D-0040,786.62,36.35,aggregate
MW-008818,20240710,S-005,D-0019,486.18,22.95,aggregate
MW-008819,20240506,S-005,D-0001,183.35,19.98,aggregate
MW-008820,20241205,S-003,D-0032,271.2,18.79,aggregate
MW-008821,20240127,S-004,D-0023,580.34,18.87,instant
MW-008822,20230629,S-005,D-0049,576.98,26.9,aggregate
MW-008823,20230907,S-004,D-0030,450.97,9.07,aggregate
MW-008824,20230817,S-002,D-0044,690.4,24.18,instant
MW-008825,20231205,S-004,D-0028,741.98,60.13,aggregate
MW-008826,20230715,S-001,D-0006,557.2,38.78,aggregate
MW-008827,20230614,S-001,D-0049,512.14,11.16,aggregate
MW-008828,20230825,S-001,D-0016,634.78,24.18,aggregate
MW-008829,20240428,S-005,D-0013,784.65,39.41,aggregate
MW-008830,20230123,S-005,D-0003,280.26,32.83,instant
MW-008831,20230423,S-004,D-0036,837.11,22.87,instant
MW-008832,20230106,S-004,D-0042,705.7,31.3,aggregate
MW-008833,20231002,S-005,D-0049,332.88,20.55,aggregate
MW-008834,20240416,S-002,D-0026,419.08,15.49,aggregate
MW-008835,20231216,S-002,D-0049,763.38,7.0,instant
MW-008836,20231224,S-003,D-0046,276.1,69.51,aggregate
MW-008837,20230529,S-004,D-0022,662.06,3.36,instant
MW-008838,20230428,S-003,D-0041,368.0,8.72,instant
MW-008839,20230619,S-003,D-0035,906.62,44.48,instant
MW-008840,20241229,S-005,D-0005,499.97,27.55,aggregate
MW-008841,20241118,S-004,D-0035,330.21,44.44,aggregate
MW-008842,20230308,S-003,D-0017,398.52,24.89,aggregate
MW-008843,20241018,S-003,D-0016,330.17,13.58,instant
MW-008844,20240312,S-005,D-0040,247.13,105.25,aggregate
MW-008845,20231205,S-001,D-0012,437.28,5.69,aggregate
MW-008846,20241110,S-002,D-0047,1054.18,11.73,aggregate
MW-008847,20240505,S-001,D-0039,569.77,11.86,aggregate
MW-008848,20230826,S-003,D-0011,549.96,15.47,instant
MW-008849,20241212,S-003,D-0010,550.83,15.06,aggregate
MW-008850,20231215,S-002,D-0020,424.05,20.69,instant
MW-008851,20240317,S-005,D-0032,255.79,31.98,aggregate
MW-008852,20241231,S-005,D-0049,361.41,27.57,instant
MW-008853,20240822,S-004,D-0048,479.78,7.52,instant
MW-008854,20240224,S-005,D-0050,535.02,14.2,aggregate
MW-008855,20240201,S-003,D-0009,396.56,29.16,aggregate
MW-008856,20230827,S-004,D-0028,525.02,15.48,aggregate
MW-008857,20240619,S-002,D-0004,458.74,7.18,instant
MW-008858,20240606,S-003,D-0006,470.65,23.7,aggregate
MW-008859,20240304,S-004,D-0033,514.24,9.63,aggregate
MW-008860,20231003,S-005,D-0025,521.43,9.34,aggregate
MW-008861,20241004,S-001,D-0023,561.59,5.56,aggregate
MW-008862,20240615,S-002,D-0018,470.94,18.87,aggregate
MW-008863,20231001,S-005,D-0006,490.87,13.35,aggregate
MW-008864,20231227,S-002,D-0014,443.17,17.46,aggregate
MW-008865,20241021,S-004,D-0007,365.37,20.78,aggregate
MW-008866,20230411,S-004,D-0030,408.7,53.24,instant
MW-008867,20240414,S-001,D-0017,198.95,27.09,aggregate
MW-008868,20230623,S-003,D-0011,298.43,27.28,aggregate
MW-008869,20240913,S-005,D-0028,852.21,8.35,aggregate
MW-008870,20240511,S-001,D-0023,663.91,19.55,aggregate
MW-008871,20230112,S-002,D-0019,567.0,30.98,instant
MW-008872,20230717,S-004,D-0032,597.57,19.12,aggregate
MW-008873,20240520,S-005,D-0019,611.23,17.35,aggregate
MW-008874,20231213,S-005,D-0007,500.04,22.78,aggregate
MW-008875,20241018,S-005,D-0006,332.55,17.94,aggregate
MW-008876,20240301,S-002,D-0039,677.91,17.08,instant
MW-008877,20240726,S-002,D-0029,420.16,25.99,aggregate
MW-008878,20230111,S-002,D-0020,418.3,5.76,instant
MW-008879,20240118,S-003,D-0035,527.64,32.36,instant
MW-008880,20240112,S-001,D-0027,363.54,32.49,aggregate
MW-008881,20231022,S-005,D-0040,945.56,46.75,instant
MW-008882,20230308,S-004,D-0044,344.9,39.39,instant
MW-008883,20240930,S-004,D-0024,757.16,4.66,aggregate
MW-008884,20230203,S-003,D-0009,730.88,12.48,aggregate
MW-008885,20230329,S-004,D-0022,286.84,36.4,aggregate
MW-008886,20240521,S-001,D-0007,189.45,39.86,aggregate
MW-008887,20240108,S-004,D-0044,601.69,8.76,aggregate
MW-008888,20231102,S-004,D-0046,359.96,14.67,aggregate
MW-008889,20240229,S-002,D-0004,938.69,27.21,aggregate
MW-008890,20240601,S-004,D-0036,315.03,13.5,aggregate
MW-008891,20240911,S-004,D-0032,562.13,17.99,aggregate
MW-008892,20230317,S-005,D-0041,202.24,12.16,aggregate
MW-008893,20230626,S-004,D-0002,376.43,16.4,aggregate
MW-008894,20230607,S-004,D-0050,664.63,21.44,instant
MW-008895,20230723,S-005,D-0028,539.85,10.71,aggregate
MW-008896,20240529,S-001,D-0045,259.93,28.02,aggregate
MW-008897,20240528,S-005,D-0047,1134.0,28.39,aggregate
MW-008898,20230618,S-001,D-0019,406.37,27.97,aggregate
MW-008899,20231029,S-005,D-0042,515.62,45.42,aggregate
MW-008900,20240607,S-003,D-0046,294.77,31.06,aggregate
MW-008901,20240909,S-005,D-0031,520.27,24.84,instant
MW-008902,20240826,S-002,D-0004,301.55,2.31,aggregate
MW-008903,20240724,S-002,D-0012,706.32,15.41,instant
MW-008904,20230101,S-002,D-0035,234.71,11.57,aggregate
MW-008905,20230407,S-004,D-0047,236.57,9.36,instant
MW-008906,20230106,S-001,D-0028,647.87,13.42,aggregate
MW-008907,20240206,S-005,D-0046,925.57,38.67,aggregate
MW-008908,20230730,S-002,D-0044,816.77,17.13,aggregate
MW-008909,20230423,S-001,D-0003,605.55,27.5,aggregate
MW-008910,20240619,S-004,D-0022,358.49,16.21,aggregate
MW-008911,20240512,S-002,D-0040,276.34,20.48,aggregate
MW-008912,20240214,S-001,D-0001,454.53,7.82,aggregate
MW-008913,20230527,S-002,D-0030,298.87,24.85,aggregate
MW-008914,20240225,S-001,D-0023,689.25,22.71,aggregate
MW-008915,20231205,S-002,D-0041,365.67,29.38,aggregate
MW-008916,20231012,S-002,D-0028,584.81,18.59,aggregate
MW-008917,20230509,S-005,D-0021,161.67,4.32,instant
MW-008918,20230101,S-001,D-0031,88.78,27.9,aggregate
MW-008919,20231001,S-004,D-0049,428.14,15.15,aggregate
MW-008920,20240128,S-005,D-0040,1007.85,47.59,aggregate
MW-008921,20240707,S-001,D-0007,992.34,5.9,aggregate
MW-008922,20241219,S-004,D-0019,654.75,29.92,aggregate
MW-008923,20241112,S-005,D-0050,599.14,17.47,aggregate
MW-008924,20240125,S-001,D-0012,456.71,9.47,aggregate
MW-008925,20230202,S-005,D-0007,583.67,23.59,aggregate
MW-008926,20240729,S-002,D-0012,677.67,34.44,aggregate
MW-008927,20241118,S-003,D-0042,360.12,10.68,aggregate
MW-008928,20230523,S-003,D-0005,413.93,9.46,aggregate
MW-008929,20240729,S-005,D-0033,202.07,17.86,instant
MW-008930,20240724,S-003,D-0048,98.23,17.28,instant
MW-008931,20241129,S-004,D-0027,835.74,85.15,aggregate
MW-008932,20241101,S-003,D-0038,1012.99,10.73,aggregate
MW-008933,20230406,S-003,D-0050,805.05,32.94,aggregate
MW-008934,20230213,S-005,D-0022,339.29,31.77,instant
MW-008935,20231128,S-005,D-0008,660.68,29.1,aggregate
MW-008936,20240401,S-002,D-0016,281.45,13.65,instant
MW-008937,20231128,S-001,D-0037,408.88,22.69,aggregate
MW-008938,20240208,S-004,D-0017,930.09,33.8,aggregate
MW-008939,20230318,S-002,D-0018,342.62,13.16,instant
MW-008940,20240730,S-001,D-0036,437.32,33.22,aggregate
MW-008941,20231017,S-002,D-0023,301.51,16.4,aggregate
MW-008942,20231207,S-003,D-0018,369.25,37.54,aggregate
MW-008943,20241126,S-001,D-0040,858.49,26.48,instant
MW-008944,20240306,S-004,D-0043,185.34,37.77,aggregate
MW-008945,20230921,S-005,D-0005,643.05,14.65,aggregate
MW-008946,20230108,S-002,D-0034,474.75,46.2,aggregate
MW-008947,20240531,S-004,D-0004,459.19,19.33,aggregate
MW-008948,20230519,S-004,D-0040,257.43,1.68,aggregate
MW-008949,20240815,S-004,D-0034,636.29,15.71,instant
MW-008950,20230822,S-003,D-0045,356.93,24.95,aggregate
MW-008951,20230124,S-001,D-0049,1003.17,11.53,aggregate
MW-008952,20230831,S-004,D-0038,186.02,27.72,aggregate
MW-008953,20240501,S-005,D-0005,661.75,10.32,aggregate
MW-008954,20240805,S-002,D-0031,404.77,4.04,instant
MW-008955,20231024,S-004,D-0009,594.23,4.6,aggregate
MW-008956,20230321,S-003,D-0046,383.4,29.03,aggregate
MW-008957,20240305,S-001,D-0039,790.64,34.26,aggregate
MW-008958,20241218,S-002,D-0027,738.76,24.51,aggregate
MW-008959,20241024,S-002,D-0001,653.91,28.41,aggregate
MW-008960,20241221,S-003,D-0033,334.05,17.39,aggregate
MW-008961,20231020,S-003,D-0046,596.39,20.37,aggregate
MW-008962,20241019,S-005,D-0031,288.62,3.34,instant
MW-008963,20240405,S-001,D-0030,730.38,8.36,aggregate
MW-008964,20230620,S-002,D-0034,629.07,4.76,instant
MW-008965,20240506,S-002,D-0027,309.33,4.66,aggregate
MW-008966,20230624,S-002,D-0049,1048.28,12.29,aggregate
MW-008967,20241226,S-001,D-0046,381.57,43.82,aggregate
MW-008968,20240229,S-002,D-0001,408.56,34.84,aggregate
MW-008969,20240523,S-002,D-0036,327.53,39.57,aggregate
MW-008970,20240207,S-001,D-0026,939.74,16.97,aggregate
MW-008971,20240508,S-003,D-0008,439.78,8.77,aggregate
MW-008972,20241124,S-001,D-0041,720.69,4.07,aggregate
MW-008973,20240412,S-003,D-0029,637.61,50.31,aggregate
MW-008974,20230613,S-003,D-0028,689.71,37.3,aggregate
MW-008975,20241012,S-003,D-0039,255.31,5.71,aggregate
MW-008976,20240218,S-005,D-0021,316.02,25.79,aggregate
MW-008977,20240907,S-004,D-0046,378.7,17.44,aggregate
MW-008978,20240604,S-004,D-0036,991.5,21.59,aggregate
MW-008979,20241020,S-005,D-0009,314.66,26.4,aggregate
MW-008980,20230721,S-001,D-0038,1016.1,28.0,aggregate
MW-008981,20230110,S-005,D-0031,132.97,9.81,aggregate
MW-008982,20240725,S-003,D-0005,960.72,6.71,instant
MW-008983,20230322,S-002,D-0025,463.03,18.63,aggregate
MW-008984,20240123,S-002,D-0018,726.72,44.46,aggregate
MW-008985,20240809,S-004,D-0004,514.25,10.03,aggregate
MW-008986,20230122,S-005,D-0032,257.26,24.33,aggregate
MW-008987,20240703,S-005,D-0047,364.83,16.75,aggregate
MW-008988,20240820,S-003,D-0026,161.61,30.3,instant
MW-008989,20230120,S-004,D-0040,516.42,25.9,aggregate
MW-008990,20230603,S-002,D-0011,664.4,21.58,aggregate
MW-008991,20240625,S-005,D-0019,612.13,14.35,aggregate
MW-008992,20241017,S-004,D-0027,270.21,15.68,instant
MW-008993,20240115,S-004,D-0049,540.07,9.98,aggregate
MW-008994,20240202,S-001,D-0041,278.63,18.72,aggregate
MW-008995,20241024,S-005,D-0038,232.3,30.26,instant
MW-008996,20230503,S-004,D-0028,461.3,24.22,aggregate
MW-008997,20240708,S-002,D-0031,239.19,15.18,instant
MW-008998,20240503,S-003,D-0020,390.34,13.53,aggregate
MW-008999,20240131,S-003,D-0023,223.65,24.25,instant
MW-009000,20231110,S-004,D-0006,551.11,32.51,aggregate
MW-009001,20240603,S-002,D-0035,590.48,53.64,aggregate
MW-009002,20240929,S-005,D-0005,363.4,8.01,aggregate
MW-009003,20230920,S-005,D-0040,502.98,12.07,aggregate
MW-009004,20240519,S-004,D-0039,224.64,37.67,instant
MW-009005,20240117,S-004,D-0018,1148.04,11.1,aggregate
MW-009006,20240926,S-004,D-0036,635.78,9.4,aggregate
MW-009007,20231211,S-005,D-0027,307.23,12.76,aggregate
MW-009008,20240204,S-003,D-0019,294.35,34.02,aggregate
MW-009009,20240623,S-003,D-0043,272.63,17.99,aggregate
MW-009010,20241030,S-003,D-0002,609.61,18.05,aggregate
MW-009011,20240408,S-001,D-0040,628.17,2.99,aggregate
MW-009012,20230227,S-005,D-0029,737.64,9.93,instant
MW-009013,20241114,S-003,D-0026,561.83,23.14,aggregate
MW-009014,20240815,S-002,D-0046,215.7,25.74,aggregate
MW-009015,20230422,S-005,D-0021,121.02,21.05,aggregate
MW-009016,20230629,S-004,D-0041,252.82,14.37,aggregate
MW-009017,20240330,S-002,D-0044,644.15,16.77,aggregate
MW-009018,20240224,S-002,D-0034,701.16,31.51,aggregate
MW-009019,20241114,S-002,D-0021,718.4,70.51,aggregate
MW-009020,20240614,S-004,D-0040,391.25,9.93,aggregate
MW-009021,20240818,S-005,D-0034,433.1,38.06,aggregate
MW-009022,20230718,S-003,D-0011,548.89,17.83,aggregate
MW-009023,20231217,S-001,D-0024,514.45,8.5,aggregate
MW-009024,20240526,S-001,D-0035,243.61,16.77,aggregate
MW-009025,20240713,S-001,D-0035,389.89,24.19,aggregate
MW-009026,20240331,S-001,D-0014,452.4,6.74,aggregate
MW-009027,20240130,S-005,D-0043,276.83,37.0,instant
MW-009028,20240524,S-003,D-0037,323.77,72.07,aggregate
MW-009029,20240330,S-001,D-0036,475.72,9.68,aggregate
MW-009030,20230916,S-001,D-0006,185.36,30.81,instant
MW-009031,20240923,S-004,D-0010,517.12,25.91,instant
MW-009032,20230127,S-001,D-0038,356.0,19.24,aggregate
MW-009033,20230411,S-005,D-0003,916.1,32.02,aggregate
MW-009034,20240826,S-001,D-0040,637.4,6.98,instant
MW-009035,20230626,S-002,D-0047,200.05,8.28,aggregate
MW-009036,20230603,S-004,D-0036,465.06,26.11,aggregate
MW-009037,20240613,S-005,D-0034,319.44,17.39,instant
MW-009038,20241010,S-005,D-0003,311.82,43.56,aggregate
MW-009039,20230220,S-002,D-0006,601.11,53.58,instant
MW-009040,20241228,S-001,D-0006,497.89,22.12,aggregate
MW-009041,20240513,S-005,D-0034,371.43,35.32,aggregate
MW-009042,20241109,S-002,D-0020,186.77,16.66,aggregate
MW-009043,20240213,S-005,D-0047,838.7,7.52,instant
MW-009044,20240609,S-004,D-0046,600.26,3.08,aggregate
MW-009045,20240701,S-001,D-0044,419.08,22.44,aggregate
MW-009046,20240702,S-003,D-0039,156.11,8.06,aggregate
MW-009047,20231202,S-002,D-0021,251.15,21.89,aggregate
MW-009048,20231021,S-002,D-0029,774.97,4.43,aggregate
MW-009049,20230409,S-004,D-0050,448.99,33.17,aggregate
MW-009050,20230530,S-005,D-0004,435.47,1.45,aggregate
MW-009051,20230322,S-003,D-0017,1194.35,25.39,aggregate
MW-009052,20240515,S-003,D-0033,524.05,27.15,instant
MW-009053,20230307,S-001,D-0042,746.04,26.0,aggregate
MW-009054,20230707,S-004,D-0006,711.56,21.04,aggregate
MW-009055,20231111,S-004,D-0002,447.73,37.68,instant
MW-009056,20231128,S-004,D-0006,141.79,14.35,aggregate
MW-009057,20240411,S-002,D-0026,255.17,13.82,instant
MW-009058,20230327,S-005,D-0012,770.52,10.89,aggregate
MW-009059,20240401,S-004,D-0006,620.12,7.63,aggregate
MW-009060,20240112,S-005,D-0015,668.72,13.18,aggregate
MW-009061,20230715,S-004,D-0025,639.4,17.31,instant
MW-009062,20230509,S-001,D-0035,285.27,33.48,aggregate
MW-009063,20240208,S-001,D-0018,525.12,51.83,aggregate
MW-009064,20240107,S-003,D-0041,129.33,16.39,aggregate
MW-009065,20230130,S-001,D-0046,227.3,38.22,aggregate
MW-009066,20230226,S-001,D-0030,522.58,13.68,aggregate
MW-009067,20230830,S-004,D-0007,904.87,5.89,instant
MW-009068,20231112,S-004,D-0032,580.4,37.4,aggregate
MW-009069,20230814,S-005,D-0002,532.95,24.15,aggregate
MW-009070,20231220,S-005,D-0049,422.47,35.18,aggregate
MW-009071,20230427,S-002,D-0038,556.18,25.73,aggregate
MW-009072,20240113,S-004,D-0025,397.65,24.11,instant
MW-009073,20240827,S-001,D-0036,713.41,14.34,aggregate
MW-009074,20230902,S-005,D-0046,1064.09,18.78,aggregate
MW-009075,20230826,S-001,D-0050,294.07,30.48,aggregate
MW-009076,20230908,S-002,D-0010,682.68,47.69,instant
MW-009077,20230528,S-004,D-0001,705.62,8.68,aggregate
MW-009078,20230322,S-002,D-0006,335.63,5.37,aggregate
MW-009079,20230720,S-001,D-0005,380.5,27.42,instant
MW-009080,20230911,S-004,D-0049,885.91,16.17,aggregate
MW-009081,20240704,S-005,D-0040,551.64,8.76,aggregate
MW-009082,20240912,S-002,D-0005,466.87,5.34,aggregate
MW-009083,20240306,S-002,D-0007,297.76,22.69,aggregate
MW-009084,20230308,S-001,D-0035,597.4,11.83,aggregate
MW-009085,20231015,S-004,D-0050,516.08,23.95,aggregate
MW-009086,20230703,S-004,D-0001,404.4,25.63,aggregate
MW-009087,20230204,S-002,D-0033,250.59,8.06,instant
MW-009088,20240212,S-003,D-0023,615.03,8.34,instant
MW-009089,20240308,S-001,D-0024,884.19,24.47,aggregate
MW-009090,20230602,S-001,D-0014,270.03,14.18,aggregate
MW-009091,20230820,S-003,D-0005,515.01,22.85,instant
MW-009092,20231204,S-005,D-0002,535.3,5.52,instant
MW-009093,20240804,S-002,D-0027,473.19,13.7,aggregate
MW-009094,20241115,S-003,D-0015,276.31,16.68,aggregate
MW-009095,20230214,S-001,D-0047,287.94,11.09,aggregate
MW-009096,20230727,S-001,D-0007,349.69,10.54,aggregate
MW-009097,20231031,S-001,D-0027,664.49,4.14,aggregate
MW-009098,20231104,S-001,D-0014,404.39,8.05,aggregate
MW-009099,20240216,S-002,D-0017,263.09,16.15,instant
MW-009100,20240607,S-003,D-0027,536.74,9.15,aggregate
MW-009101,20230410,S-003,D-0039,447.58,0.83,aggregate
MW-009102,20240625,S-005,D-0022,641.79,18.06,aggregate
MW-009103,20230606,S-003,D-0028,467.66,43.23,aggregate
MW-009104,20230714,S-003,D-0014,445.29,8.6,aggregate
MW-009105,20240719,S-004,D-0028,227.23,34.79,aggregate
MW-009106,20240815,S-004,D-0044,293.07,8.91,instant
MW-009107,20241022,S-003,D-0041,436.89,32.17,aggregate
MW-009108,20230629,S-001,D-0005,859.69,11.02,aggregate
MW-009109,20240126,S-003,D-0040,713.54,20.09,aggregate
MW-009110,20240810,S-004,D-0048,196.71,7.08,aggregate
MW-009111,20240402,S-003,D-0017,187.54,9.16,aggregate
MW-009112,20240627,S-005,D-0002,374.43,16.45,aggregate
MW-009113,20230921,S-003,D-0006,393.15,27.2,instant
MW-009114,20240623,S-003,D-0007,350.22,38.81,aggregate
MW-009115,20240928,S-003,D-0013,522.08,8.69,aggregate
MW-009116,20231129,S-002,D-0047,448.38,12.68,aggregate
MW-009117,20230816,S-003,D-0028,271.49,11.32,aggregate
MW-009118,20231109,S-001,D-0033,514.21,3.78,aggregate
MW-009119,20241006,S-004,D-0004,1064.8,15.93,aggregate
MW-009120,20240406,S-003,D-0030,853.59,34.61,instant
MW-009121,20230114,S-001,D-0042,487.85,31.75,aggregate
MW-009122,20230225,S-005,D-0043,177.28,11.47,aggregate
MW-009123,20230616,S-002,D-0004,243.98,15.17,aggregate
MW-009124,20230612,S-004,D-0045,1199.51,11.92,aggregate
MW-009125,20241124,S-002,D-0018,309.02,1.41,aggregate
MW-009126,20230320,S-004,D-0005,420.67,7.38,aggregate
MW-009127,20240416,S-001,D-0021,643.0,10.67,aggregate
MW-009128,20230514,S-005,D-0029,166.29,36.52,aggregate
MW-009129,20240621,S-005,D-0013,576.92,29.95,aggregate
MW-009130,20240522,S-001,D-0012,397.0,3.08,aggregate
MW-009131,20230418,S-004,D-0002,420.75,22.63,aggregate
